order_id,complaint_id,complaint_type,complaint_date,resolution_time_hours
O08305,C000582,Refund Not Processed,2025-11-19,20
O08306,C000583,Late Delivery,2025-10-02,47
O08322,C000584,Late Delivery,2025-11-07,37
O08332,C000585,Late Delivery,2025-10-27,16
O08334,C000586,Food Quality,2025-12-19,12
O08340,C000587,Late Delivery,2025-12-01,45
O08341,C000588,Refund Not Processed,2025-10-19,34
O08344,C000589,Late Delivery,2025-12-04,23
O08363,C000590,Refund Not Processed,2025-12-17,15
O08365,C000591,Refund Not Processed,2025-11-04,16
O08371,C000592,App Issue,2025-11-05,13
O08376,C000593,Refund Not Processed,2025-10-19,28
O08380,C000594,Refund Not Processed,2025-11-22,36
O08381,C000595,Refund Not Processed,2025-11-16,40
O08395,C000596,Refund Not Processed,2025-11-01,26
O08401,C000597,Food Quality,2025-10-24,20
O08404,C000598,Late Delivery,2025-10-10,16
O08405,C000599,Payment Failure,2025-10-06,5
O08414,C000600,Wrong Item,2025-10-30,45
O08417,C000601,App Issue,2025-11-19,30
O08443,C000602,App Issue,2025-10-24,28
O08445,C000603,Wrong Item,2025-10-28,43
O08476,C000604,Late Delivery,2025-10-28,40
O08494,C000605,Wrong Item,2025-10-18,30
O08525,C000606,Refund Not Processed,2025-10-29,10
O08536,C000607,Refund Not Processed,2025-12-10,39
O08552,C000608,Food Quality,2025-10-19,28
O08572,C000609,Late Delivery,2025-12-25,33
O08574,C000610,Late Delivery,2025-11-27,12
O08581,C000611,App Issue,2025-10-05,19
O08612,C000612,Food Quality,2025-10-27,21
O08616,C000613,Late Delivery,2025-10-13,27
O08633,C000614,Refund Not Processed,2025-10-28,36
O08648,C000615,Late Delivery,2025-11-10,22
O08649,C000616,Late Delivery,2025-12-20,41
O08673,C000617,Food Quality,2025-11-17,47
O08684,C000618,App Issue,2025-10-05,9
O08708,C000619,Missing Item,2025-11-17,45
O08727,C000620,Late Delivery,2025-11-09,47
O08741,C000621,Refund Not Processed,2025-12-28,30
O08764,C000622,Refund Not Processed,2025-11-07,25
O08765,C000623,Missing Item,2025-10-08,23
O08810,C000624,Payment Failure,2025-10-09,29
O08813,C000625,Payment Failure,2025-10-18,42
O08820,C000626,Refund Not Processed,2025-11-23,25
O08837,C000627,App Issue,2025-10-22,27
O08857,C000628,App Issue,2025-12-18,18
O08860,C000629,App Issue,2025-11-29,24
O08886,C000630,Late Delivery,2025-10-19,14
O08903,C000631,Late Delivery,2025-12-06,38
O08904,C000632,App Issue,2025-11-21,39
O08906,C000633,Payment Failure,2025-10-22,26
O08916,C000634,Refund Not Processed,2025-12-04,46
O08921,C000635,Payment Failure,2025-11-03,28
O08940,C000636,Late Delivery,2025-11-20,25
O08943,C000637,Refund Not Processed,2025-11-20,14
O08964,C000638,Late Delivery,2025-10-18,34
O08965,C000639,Payment Failure,2025-12-02,6
O08969,C000640,App Issue,2025-11-20,18
O08986,C000641,Refund Not Processed,2025-11-04,35
O08987,C000642,Refund Not Processed,2025-10-25,43
O08994,C000643,Late Delivery,2025-12-15,16
O08998,C000644,Late Delivery,2025-10-04,11
O09027,C000645,Late Delivery,2025-12-18,6
O09033,C000646,Refund Not Processed,2025-11-28,27
O09050,C000647,Food Quality,2025-11-26,14
O09067,C000648,App Issue,2025-12-11,46
O09073,C000649,Refund Not Processed,2025-11-22,44
O09091,C000650,Food Quality,2025-12-07,11
O09101,C000651,Late Delivery,2025-10-14,21
O09117,C000652,Food Quality,2025-12-18,4
O09130,C000653,App Issue,2025-10-12,38
O09153,C000654,Refund Not Processed,2025-11-03,36
O09202,C000655,Late Delivery,2025-11-04,41
O09214,C000656,Refund Not Processed,2025-11-23,43
O09238,C000657,Wrong Item,2025-10-27,46
O09241,C000658,Payment Failure,2025-11-17,27
O09242,C000659,Refund Not Processed,2025-12-12,33
O09279,C000660,Late Delivery,2025-10-27,36
O09287,C000661,Wrong Item,2025-11-28,23
O09289,C000662,Late Delivery,2025-10-24,25
O09297,C000663,Food Quality,2025-12-18,47
O09302,C000664,Late Delivery,2025-12-08,42
O09306,C000665,App Issue,2025-10-02,19
O09322,C000666,Missing Item,2025-12-04,41
O09344,C000667,App Issue,2025-11-10,24
O09369,C000668,Refund Not Processed,2025-11-24,26
O09373,C000669,App Issue,2025-10-18,9
O09379,C000670,Refund Not Processed,2025-12-07,17
O09387,C000671,Food Quality,2025-12-09,18
O09402,C000672,Food Quality,2025-12-17,4
O09444,C000673,Late Delivery,2025-10-15,20
O09451,C000674,Wrong Item,2025-11-03,38
O09482,C000675,Late Delivery,2025-12-01,15
O09487,C000676,Wrong Item,2025-11-06,32
O09499,C000677,Late Delivery,2025-10-27,42
O09540,C000678,Payment Failure,2025-10-10,10
O09548,C000679,Late Delivery,2025-12-07,9
O09578,C000680,Food Quality,2025-12-01,44
O09581,C000681,Late Delivery,2025-12-12,33
O09587,C000682,Late Delivery,2025-10-25,6
O09596,C000683,Food Quality,2025-11-20,19
O09618,C000684,Late Delivery,2025-10-24,30
O09628,C000685,Food Quality,2025-10-15,14
O09655,C000686,Refund Not Processed,2025-10-11,28
O09670,C000687,App Issue,2025-12-24,20
O09671,C000688,Refund Not Processed,2025-10-27,7
O09672,C000689,Late Delivery,2025-11-21,28
O09679,C000690,Refund Not Processed,2025-10-10,45
O09716,C000691,Refund Not Processed,2025-12-15,26
O09741,C000692,Refund Not Processed,2025-11-05,45
O09763,C000693,Late Delivery,2025-11-21,44
O09768,C000694,Wrong Item,2025-12-25,43
O09789,C000695,Refund Not Processed,2025-12-06,13
O09802,C000696,Late Delivery,2025-11-08,36
O09819,C000697,App Issue,2025-12-21,23
O09826,C000698,App Issue,2025-12-14,40
O09845,C000699,App Issue,2025-10-20,8
O09856,C000700,Refund Not Processed,2025-12-29,20
O09860,C000701,App Issue,2025-11-09,29
O09866,C000702,Wrong Item,2025-12-26,14
O09871,C000703,Refund Not Processed,2025-12-04,23
O09879,C000704,Late Delivery,2025-10-26,15
O09888,C000705,App Issue,2025-12-07,44
O09907,C000706,Refund Not Processed,2025-12-10,10
O09910,C000707,App Issue,2025-10-30,38
O09912,C000708,Late Delivery,2025-11-10,18
O09937,C000709,Payment Failure,2025-12-10,26
O09941,C000710,Missing Item,2025-10-28,8
O09943,C000711,App Issue,2025-11-25,14
O09945,C000712,Late Delivery,2025-12-14,16
O09985,C000713,App Issue,2025-10-12,15
O09990,C000714,Wrong Item,2025-12-05,36
O10010,C000715,Late Delivery,2025-11-12,31
O10041,C000716,Late Delivery,2025-12-19,16
O10043,C000717,Food Quality,2025-11-12,43
O10054,C000718,Wrong Item,2025-10-06,16
O10080,C000719,Refund Not Processed,2025-10-22,40
O10103,C000720,Food Quality,2025-11-17,34
O10164,C000721,Late Delivery,2025-10-16,37
O10200,C000722,Refund Not Processed,2025-10-25,11
O10208,C000723,Missing Item,2025-12-10,29
O10226,C000724,Refund Not Processed,2025-10-28,20
O10254,C000725,App Issue,2025-10-07,43
O10256,C000726,Food Quality,2025-12-17,14
O10282,C000727,Food Quality,2025-10-13,28
O10285,C000728,Food Quality,2025-12-20,11
O10304,C000729,App Issue,2025-10-11,13
O10315,C000730,Food Quality,2025-11-01,29
O10350,C000731,App Issue,2025-11-23,12
O10384,C000732,Wrong Item,2025-10-03,47
O10399,C000733,Late Delivery,2025-12-17,34
O10424,C000734,Refund Not Processed,2025-11-20,32
O10459,C000735,Food Quality,2025-11-26,47
O10466,C000736,Refund Not Processed,2025-12-19,39
O10475,C000737,App Issue,2025-10-12,41
O10521,C000738,Late Delivery,2025-11-07,16
O10536,C000739,Refund Not Processed,2025-11-16,8
O10560,C000740,Food Quality,2025-11-07,33
O10566,C000741,Late Delivery,2025-10-23,25
O10596,C000742,Refund Not Processed,2025-10-05,25
O10624,C000743,Late Delivery,2025-12-09,40
O10634,C000744,Food Quality,2025-10-28,30
O10669,C000745,Food Quality,2025-10-27,19
O10678,C000746,Refund Not Processed,2025-12-07,29
O10701,C000747,Late Delivery,2025-11-19,24
O10733,C000748,Food Quality,2025-11-14,8
O10742,C000749,App Issue,2025-11-25,44
O10769,C000750,Food Quality,2025-12-16,43
O10790,C000751,Payment Failure,2025-11-12,36
O10800,C000752,Refund Not Processed,2025-10-27,8
O10824,C000753,Payment Failure,2025-10-15,30
O10839,C000754,App Issue,2025-11-06,4
O10842,C000755,Wrong Item,2025-10-09,40
O10844,C000756,Refund Not Processed,2025-11-03,40
O10859,C000757,App Issue,2025-11-17,27
O10870,C000758,Payment Failure,2025-11-14,19
O10882,C000759,App Issue,2025-11-24,44
O10887,C000760,Late Delivery,2025-10-26,7
O10901,C000761,Late Delivery,2025-11-10,20
O10925,C000762,Food Quality,2025-10-15,41
O10930,C000763,Late Delivery,2025-11-27,5
O10937,C000764,App Issue,2025-10-01,4
O10938,C000765,Food Quality,2025-11-18,14
O10939,C000766,App Issue,2025-10-31,17
O10960,C000767,App Issue,2025-11-03,28
O10975,C000768,Refund Not Processed,2025-10-02,43
O10985,C000769,Missing Item,2025-11-03,40
O10989,C000770,Refund Not Processed,2025-12-22,17
O10999,C000771,Refund Not Processed,2025-11-09,8
O11015,C000772,Refund Not Processed,2025-10-16,12
O11019,C000773,App Issue,2025-10-03,29
O11034,C000774,Late Delivery,2025-10-28,26
O11036,C000775,Food Quality,2025-11-04,31
O11044,C000776,Wrong Item,2025-12-15,6
O11054,C000777,Refund Not Processed,2025-10-14,31
O11074,C000778,Wrong Item,2025-10-02,45
O11084,C000779,Payment Failure,2025-12-20,26
O11102,C000780,Late Delivery,2025-10-03,17
O11109,C000781,Food Quality,2025-12-23,43
O11113,C000782,Refund Not Processed,2025-12-03,19
O11114,C000783,Missing Item,2025-10-19,43
O11124,C000784,Refund Not Processed,2025-11-07,23
O11183,C000785,Payment Failure,2025-11-09,11
O11194,C000786,Food Quality,2025-11-10,6
O11196,C000787,Late Delivery,2025-11-08,10
O11212,C000788,App Issue,2025-11-30,4
O11220,C000789,App Issue,2025-10-09,24
O11248,C000790,App Issue,2025-10-20,45
O11251,C000791,Payment Failure,2025-11-15,36
O11270,C000792,Refund Not Processed,2025-11-21,10
O11276,C000793,Food Quality,2025-11-12,7
O11287,C000794,Late Delivery,2025-10-17,23
O11300,C000795,Late Delivery,2025-10-26,6
O11304,C000796,App Issue,2025-12-21,21
O11306,C000797,Payment Failure,2025-10-09,31
O11308,C000798,Refund Not Processed,2025-11-08,5
O11309,C000799,Food Quality,2025-10-23,42
O11324,C000800,App Issue,2025-10-04,21
O11330,C000801,Food Quality,2025-12-07,19
O11345,C000802,Wrong Item,2025-12-02,4
O11354,C000803,Wrong Item,2025-10-22,25
O11389,C000804,Late Delivery,2025-10-12,27
O11407,C000805,Refund Not Processed,2025-12-01,32
O11408,C000806,App Issue,2025-11-09,7
O11440,C000807,Late Delivery,2025-10-24,7
O11451,C000808,Late Delivery,2025-12-14,29
O11457,C000809,App Issue,2025-10-24,42
O11458,C000810,Food Quality,2025-12-01,47
O11496,C000811,App Issue,2025-10-16,13
O11500,C000812,Food Quality,2025-10-14,8
O11517,C000813,Refund Not Processed,2025-10-09,20
O11520,C000814,App Issue,2025-10-02,43
O11526,C000815,Payment Failure,2025-10-04,17
O11527,C000816,Late Delivery,2025-10-20,20
O11540,C000817,Refund Not Processed,2025-11-25,28
O11545,C000818,Refund Not Processed,2025-12-19,22
O11549,C000819,Refund Not Processed,2025-12-11,36
O11556,C000820,Late Delivery,2025-12-12,7
O11587,C000821,Payment Failure,2025-10-17,24
O11589,C000822,Refund Not Processed,2025-10-29,17
O11616,C000823,Missing Item,2025-12-17,9
O11649,C000824,Late Delivery,2025-12-01,24
O11655,C000825,Food Quality,2025-11-11,23
O11657,C000826,App Issue,2025-12-11,33
O11660,C000827,Late Delivery,2025-12-13,42
O11688,C000828,Payment Failure,2025-11-16,41
O11694,C000829,App Issue,2025-10-04,6
O11696,C000830,Late Delivery,2025-12-12,46
O11723,C000831,Late Delivery,2025-12-15,31
O11732,C000832,Food Quality,2025-12-29,25
O11740,C000833,Food Quality,2025-12-18,14
O11741,C000834,Food Quality,2025-10-19,25
O11791,C000835,App Issue,2025-10-09,41
O11796,C000836,Refund Not Processed,2025-11-30,42
O11817,C000837,App Issue,2025-10-23,24
O11829,C000838,Wrong Item,2025-10-21,28
O11830,C000839,Late Delivery,2025-11-30,11
O11836,C000840,Refund Not Processed,2025-12-28,17
O11838,C000841,Late Delivery,2025-11-01,41
O11841,C000842,Food Quality,2025-10-12,36
O11846,C000843,App Issue,2025-11-25,16
O11850,C000844,Refund Not Processed,2025-10-25,29
O11871,C000845,Late Delivery,2025-11-09,19
O11879,C000846,Late Delivery,2025-11-14,34
O11911,C000847,Refund Not Processed,2025-11-22,13
O11940,C000848,Refund Not Processed,2025-12-11,25
O11945,C000849,Late Delivery,2025-12-26,37
O11949,C000850,Payment Failure,2025-10-04,8
O11956,C000851,Refund Not Processed,2025-12-09,15
O11973,C000852,Late Delivery,2025-12-02,22
O11985,C000853,Refund Not Processed,2025-12-10,31
O11991,C000854,Food Quality,2025-10-13,24
O12003,C000855,Payment Failure,2025-10-06,10
O12056,C000856,Late Delivery,2025-10-18,37
O12059,C000857,Late Delivery,2025-11-08,38
O12066,C000858,Food Quality,2025-11-14,27
O12067,C000859,Refund Not Processed,2025-11-21,37
O12097,C000860,App Issue,2025-11-10,22
O12121,C000861,Refund Not Processed,2025-11-25,12
O12126,C000862,Late Delivery,2025-11-11,41
O12130,C000863,Wrong Item,2025-11-20,38
O12139,C000864,Late Delivery,2025-12-02,38
O12174,C000865,Refund Not Processed,2025-11-10,30
O12187,C000866,Late Delivery,2025-11-17,34
O12196,C000867,Wrong Item,2025-11-15,21
O12203,C000868,App Issue,2025-12-11,36
O12205,C000869,Refund Not Processed,2025-10-25,11
O12215,C000870,Missing Item,2025-11-02,42
O12224,C000871,Food Quality,2025-12-15,30
O12225,C000872,Wrong Item,2025-10-20,35
O12251,C000873,App Issue,2025-12-08,21
O12255,C000874,Food Quality,2025-11-19,35
O12273,C000875,Food Quality,2025-12-16,43
O12294,C000876,App Issue,2025-12-21,23
O12299,C000877,Wrong Item,2025-10-29,4
O12310,C000878,Wrong Item,2025-12-09,47
O12329,C000879,Late Delivery,2025-12-19,18
O12372,C000880,Refund Not Processed,2025-11-10,4
O12373,C000881,Late Delivery,2025-10-08,44
O12383,C000882,Refund Not Processed,2025-12-24,35
O12391,C000883,App Issue,2025-10-12,18
O12397,C000884,App Issue,2025-11-11,41
O12417,C000885,Food Quality,2025-10-15,6
O12420,C000886,Wrong Item,2025-12-02,21
O12425,C000887,App Issue,2025-10-27,47
O12477,C000888,Refund Not Processed,2025-12-08,46
O12496,C000889,Food Quality,2025-11-06,22
O12498,C000890,Refund Not Processed,2025-12-17,11
O12506,C000891,App Issue,2025-12-22,30
O12526,C000892,Wrong Item,2025-10-30,25
O12569,C000893,Late Delivery,2025-10-14,12
O12583,C000894,App Issue,2025-11-06,22
O12602,C000895,Late Delivery,2025-10-14,11
O12615,C000896,Refund Not Processed,2025-10-26,8
O12626,C000897,App Issue,2025-10-23,47
O12630,C000898,Food Quality,2025-10-14,22
O12633,C000899,Wrong Item,2025-11-24,30
O12652,C000900,Late Delivery,2025-11-11,36
O12686,C000901,Late Delivery,2025-11-21,44
O12699,C000902,Food Quality,2025-12-01,11
O12741,C000903,Late Delivery,2025-10-01,18
O12744,C000904,Payment Failure,2025-11-26,14
O12745,C000905,Late Delivery,2025-10-13,4
O12747,C000906,Refund Not Processed,2025-11-11,41
O12762,C000907,App Issue,2025-11-07,45
O12766,C000908,Late Delivery,2025-12-03,47
O12776,C000909,Refund Not Processed,2025-11-13,17
O12790,C000910,Late Delivery,2025-10-16,37
O12792,C000911,Wrong Item,2025-12-24,10
O12829,C000912,Late Delivery,2025-12-27,36
O12834,C000913,Refund Not Processed,2025-10-23,18
O12844,C000914,Food Quality,2025-11-03,31
O12882,C000915,Refund Not Processed,2025-10-29,5
O12899,C000916,Refund Not Processed,2025-11-30,31
O12913,C000917,Refund Not Processed,2025-10-17,7
O12939,C000918,Missing Item,2025-11-07,24
O12954,C000919,App Issue,2025-11-22,28
O12972,C000920,App Issue,2025-11-01,29
O12975,C000921,Late Delivery,2025-10-01,15
O13004,C000922,Refund Not Processed,2025-12-05,28
O13011,C000923,Missing Item,2025-10-18,22
O13016,C000924,Food Quality,2025-10-24,27
O13017,C000925,Refund Not Processed,2025-12-26,47
O13030,C000926,App Issue,2025-11-03,7
O13054,C000927,Food Quality,2025-12-07,13
O13064,C000928,Payment Failure,2025-11-23,19
O13065,C000929,Payment Failure,2025-12-07,4
O13067,C000930,Food Quality,2025-12-25,38
O13070,C000931,Payment Failure,2025-10-25,36
O13125,C000932,Late Delivery,2025-11-13,43
O13147,C000933,Late Delivery,2025-11-09,38
O13161,C000934,App Issue,2025-10-31,37
O13193,C000935,Late Delivery,2025-10-12,22
O13213,C000936,Refund Not Processed,2025-11-11,34
O13227,C000937,Late Delivery,2025-11-14,31
O13249,C000938,App Issue,2025-10-14,22
O13259,C000939,Food Quality,2025-10-29,19
O13263,C000940,Late Delivery,2025-12-27,40
O13265,C000941,Food Quality,2025-12-14,11
O13270,C000942,Refund Not Processed,2025-12-26,10
O13272,C000943,Food Quality,2025-10-29,7
O13311,C000944,Refund Not Processed,2025-11-24,44
O13349,C000945,Payment Failure,2025-11-03,6
O13389,C000946,Missing Item,2025-10-25,28
O13395,C000947,Late Delivery,2025-11-28,17
O13424,C000948,Late Delivery,2025-11-17,16
O13426,C000949,Late Delivery,2025-10-31,39
O13432,C000950,Payment Failure,2025-11-03,23
O13453,C000951,Late Delivery,2025-11-27,21
O13459,C000952,Food Quality,2025-12-24,13
O13474,C000953,Food Quality,2025-10-15,27
O13482,C000954,Payment Failure,2025-11-30,25
O13485,C000955,Food Quality,2025-10-04,21
O13499,C000956,App Issue,2025-11-14,26
O13506,C000957,Late Delivery,2025-10-23,42
O13516,C000958,Late Delivery,2025-10-12,16
O13545,C000959,Late Delivery,2025-12-09,9
O13547,C000960,App Issue,2025-10-23,9
O13561,C000961,Refund Not Processed,2025-10-26,44
O13569,C000962,Late Delivery,2025-10-06,5
O13591,C000963,Refund Not Processed,2025-11-02,20
O13604,C000964,Food Quality,2025-11-17,33
O13612,C000965,Wrong Item,2025-10-16,23
O13628,C000966,Payment Failure,2025-10-08,40
O13647,C000967,Late Delivery,2025-10-22,43
O13673,C000968,Refund Not Processed,2025-12-07,8
O13687,C000969,Wrong Item,2025-11-08,18
O13691,C000970,Late Delivery,2025-12-08,37
O13705,C000971,Late Delivery,2025-11-06,34
O13743,C000972,App Issue,2025-12-15,15
O13747,C000973,Food Quality,2025-12-05,30
O13759,C000974,Wrong Item,2025-11-03,31
O13782,C000975,Missing Item,2025-11-28,28
O13788,C000976,App Issue,2025-12-03,19
O13799,C000977,Refund Not Processed,2025-11-20,36
O13801,C000978,Food Quality,2025-11-01,31
O13844,C000979,Refund Not Processed,2025-12-14,14
O13855,C000980,Late Delivery,2025-10-02,24
O13861,C000981,Refund Not Processed,2025-11-21,23
O13872,C000982,App Issue,2025-11-10,14
O13884,C000983,Refund Not Processed,2025-12-12,17
O13895,C000984,Late Delivery,2025-11-05,8
O13898,C000985,Payment Failure,2025-11-08,40
O13904,C000986,App Issue,2025-11-19,34
O13928,C000987,Food Quality,2025-10-26,5
O13940,C000988,Refund Not Processed,2025-11-22,37
O13944,C000989,Food Quality,2025-10-31,37
O13947,C000990,Late Delivery,2025-10-04,24
O13953,C000991,Late Delivery,2025-10-17,33
O13955,C000992,Payment Failure,2025-11-04,15
O13966,C000993,Refund Not Processed,2025-12-19,14
O14011,C000994,Refund Not Processed,2025-10-07,40
O14038,C000995,Late Delivery,2025-12-26,46
O14041,C000996,Food Quality,2025-12-25,8
O14056,C000997,Late Delivery,2025-11-11,44
O14067,C000998,Refund Not Processed,2025-10-30,12
O14095,C000999,Late Delivery,2025-10-20,20
O14106,C001000,Wrong Item,2025-10-22,14
O14107,C001001,Food Quality,2025-12-07,34
O14114,C001002,Late Delivery,2025-12-10,38
O14115,C001003,Food Quality,2025-10-10,46
O14121,C001004,App Issue,2025-12-29,5
O14126,C001005,App Issue,2025-10-15,16
O14140,C001006,App Issue,2025-10-28,19
O14186,C001007,Wrong Item,2025-12-22,10
O14187,C001008,Food Quality,2025-11-22,15
O14197,C001009,Late Delivery,2025-12-29,44
O14203,C001010,Refund Not Processed,2025-12-01,10
O14224,C001011,Missing Item,2025-10-23,40
O14228,C001012,Late Delivery,2025-12-01,29
O14229,C001013,Refund Not Processed,2025-11-01,15
O14239,C001014,Payment Failure,2025-11-02,28
O14242,C001015,Food Quality,2025-12-12,20
O14243,C001016,App Issue,2025-10-01,39
O14246,C001017,App Issue,2025-10-15,37
O14250,C001018,Food Quality,2025-12-26,13
O14272,C001019,Refund Not Processed,2025-10-30,35
O14283,C001020,Late Delivery,2025-10-14,45
O14329,C001021,App Issue,2025-12-18,4
O14337,C001022,Refund Not Processed,2025-11-08,46
O14355,C001023,Payment Failure,2025-12-19,19
O14359,C001024,Food Quality,2025-12-26,39
O14369,C001025,Refund Not Processed,2025-11-26,11
O14382,C001026,Late Delivery,2025-11-05,7
O14405,C001027,Late Delivery,2025-11-29,22
O14408,C001028,App Issue,2025-10-04,11
O14415,C001029,Refund Not Processed,2025-12-26,10
O14426,C001030,Missing Item,2025-11-18,20
O14428,C001031,Late Delivery,2025-11-03,39
O14432,C001032,Missing Item,2025-10-19,10
